title,company,link,description,location,date_added,date_posted,job_type,salary,apply_text,status
"AI/ML Engineers (Python, Numpy, Cloud, Dialog Flow/Playbook, AI/ML And Kubernetes) - Must work on W2 basis only","Activesoft, Inc.",https://www.dice.com/job-detail/bc67b1c5-5b91-4437-b832-cdd3e5d94624,"AI/ML Engineers (Python development, NumPy, Kubernetes, GenAI orchestration tools (LangGraph, LangChain, ReACT, LLM), Conversational AI, Google Cloud Platform (Google Cloud) or similar, MLOps practices, ML frameworks, ResponsibleAI (RAI), Google Dialog Flow and Playbook) Iselin, NJ, Charlotte, NC or Chandler, AZ (3 days onsite in a week) 12+ months contract Must work on W2 basis only Must have a strength in Python development with specific experience in NumPY ideallyMust have one of the followin","Charlotte, North Carolina",06/08/2025,Yesterday,Contract,Depends on Experience,Easy Apply,Pending
AI/ML Engineer,Idexcel Inc.,https://www.dice.com/job-detail/352bfbd1-db91-49ec-aeaf-0f5d0320392a,"Job Title: Mid/ AI/ML Engineer Location: Washington DC/Hybrid Duration: 12+ Months Key Skills and Responsibilities: AI/ML Development: Design and implement supervised and unsupervised models including regression, classification, clustering, time-series forecasting, and boosting methods. Build and fine-tune neural networks including CNNs, RNNs, and LSTMs. Generative AI: Develop and integrate solutions powered by LLMs and open-source foundation models. Evaluate and optimize model performance, la","Hybrid in Washington, District of Columbia",06/08/2025,Yesterday,Contract,$50+,Easy Apply,Pending
Federated ML Data Scientist (Pharma Background) 100% Remote,SGS Consulting,https://www.dice.com/job-detail/a0cf1543-07a3-4d92-9212-ac626d2f2356,"Title: Principal Data Scientist Location: Morristown, NJ (100% Remote) Job Duration: 12 Months (Contract, possibilities of extension) Description: Job title: Principal Data Scientist Remote Client s mission is to chase the miracles of science to improve people s lives. Client is a company that's on the rise. We're expanding in multiple directions, across borders and, most of all, in the way we think. At Client, we're building a team of brilliant individuals to drive the success of a new healthc",Remote,06/08/2025,Yesterday,Contract,$80 - $88,Easy Apply,Pending
Sr Solution Architect - Gen AI/ML,Delviom LLC,https://www.dice.com/job-detail/dae0a8d8-2534-4450-9ed9-8076fed4ce25,"We Need Local Candidates Job Description As an Applied AI/ML Architect, you will be responsible for leading architectural decisions for the Cloud, and Data Enterprise Portfolios. You must have a deep understanding of technical architecture and have implemented AI/ML solutions in a cloud environment. Knowledge of industry best practices around enterprise AI/ML adoption, security, architectures, and patterns. Experience with micro-services architectures and cloud migration for data is a plus. Tech","Hybrid in Reston, Virginia",06/08/2025,Yesterday,Contract,Depends on Experience,Easy Apply,Pending
Machine Learning Engineer,AgreeYa Solutions,https://www.dice.com/job-detail/e93d7438-98e7-459f-83b2-98c8c08d02a3,Title- ML Engineer Location- Plano TX (On-site) We are looking for an experienced Machine Learning Engineer with: Strong MLE and Python skills Experience with back-end API development Exposure to Generative AI (GenAI) Data engineering background is a plus,"Plano, Texas",06/08/2025,2d ago,"Third Party, Contract",Depends on Experience,Easy Apply,Pending
"Sr AI/ML Engineer in Charlotte, NC - Hybrid",Info Dinamica Inc,https://www.dice.com/job-detail/a36ec759-934b-43e5-92f3-c12478fff24f,"Role: Sr AI/ML Engineer Location: Charlotte, NC - Hybrid Duration: Longterm JD: Understanding of market trends in the banking sector, especially around AI/ML innovation within banking suite products. Practical experience with internal development work related to AI/ML solutions. Strategic alignment between product innovation and technical implementation.","Charlotte, North Carolina",06/08/2025,Yesterday,"Third Party, Contract",,Easy Apply,Pending
Java Backend Developer with AI/ML,Galent,https://www.dice.com/job-detail/da2540c5-97ed-4386-956f-e0c7936f73a8,"Job Title: Java Backend Developer with AI/ML Location: Phoenix. AZ - Day1 Onsite (Candidates Needs to relocate from Day1 to Client Place) Experience: 10-12+ years (Need Lead Experience Candidates) Employment Type: FTC The below is just a rough JD, we are looking for a Lead candidate with at least 10-12+ Years of experience. Job Summary: We are seeking a highly skilled Java Backend Developer with a strong foundation in Artificial Intelligence (AI) and Machine Learning (ML). The ideal candidate wi","Phoenix, Arizona",06/08/2025,2d ago,"Contract, Third Party",Depends on Experience,Easy Apply,Pending
AI/ML Project Manager,Pacific Consultancy Services,https://www.dice.com/job-detail/2280082d-1517-4378-81c5-ac77c409e2ac,"Job Title: AI/ML Project Manager Location: Santa Clara CA 100% Onsite Mon-Fri Duration: 12+ Months Job Description: Key Responsibilities: Project Leadership: Oversee AI/ML projects from inception to completion, ensuring alignment with business objectives and timely delivery. Cross-Functional Collaboration: Work closely with engineering, data science, and operations teams to integrate AI/ML solutions into IT manufacturing systems. Stakeholder Management: Engage with senior leadership and cross-fu","Austin, Texas",06/08/2025,4d ago,Contract,Depends on Experience,Easy Apply,Pending
Lead Machine Learning Engineer,Zion Cloud Solutions,https://www.dice.com/job-detail/00eaa2ee-f606-4750-9104-036ce9fafae9,"Job Title: Lead Machine Learning Engineer Location: Davis, CA Job Type: Contract Long Term Client: University of California Description: 5+ years of professional experience as a Machine LearningEngineer Experience designing, developing, deploying, and supporting machine learning models and platforms for medium to large sized projectsExperience with the full Software Development Life Cycle (SDLC) of ML models in production Experience with core ML algorithms including: Linear RegressionLogistic Re","Davis, California",06/08/2025,2d ago,Contract,Depends on Experience,Easy Apply,Pending
AI/ML & Gen AI Senior Engineer,"EVEREST CONSULTING GROUP, INC",https://www.dice.com/job-detail/3af8057e-8375-4062-a79c-3aaecfbee3ab,"Role: AI/ML & Gen AI Senior Engineer Employment Type: Contract for 3 months subject to extension Work location: Coppel, Texas Work mode: 3 days from Office Tuesday / Wednesday/ Thursday and 2 days Remote About the Role As a Generative AI (GenAI) Senior Engineer, you will lead the design, development, and delivery of innovative AI and analytics solutions that drive real-world transformation for our clients. In this role, you will leverage your expertise to build and scale disruptive GenAI applic","Hybrid in Coppell, Texas",06/08/2025,4d ago,"Third Party, Contract",Depends on Experience,Easy Apply,Pending
AI/ML Engineer,HPTech Inc.,https://www.dice.com/job-detail/b310f483-685c-48d5-aa1f-45d0440f1c18,"Job Description: We are seeking a highly skilled AI/ML Engineer to join our team. The ideal candidate will have extensive experience in designing and developing machine learning algorithms and deep learning applications, particularly for observability data (AIOps). This role requires hands-on experience with time series forecasting, anomaly detection, event classification, and correlation ML algorithms. Additionally, experience in integrating with large language models (LLMs) for effective summa","Washington, District of Columbia",06/08/2025,2d ago,Contract,Depends on Experience,Easy Apply,Pending
AI/ML Engineer,Cynet Systems,https://www.dice.com/job-detail/c4c82ed3-3222-4348-82d4-e18661c2a96a,"Job Description: Pay Range: $55hr - $60hr Design, build, and validate machine learning models (classification, regression, NLP, CV, etc.). Work with large datasets: clean, preprocess, and transform structured and unstructured data. Develop and deploy AI/ML models using frameworks like TensorFlow, PyTorch, Scikit-learn. Optimize models for performance, scalability, and accuracy in production environments. Collaborate with cross-functional teams to integrate models into applications and services.","Redmond, Washington",06/08/2025,Today,Contract,$$55hr - $60hr,Easy Apply,Pending
Sr. Product Manager within AI/ML Group,Kaizer Software Solutions,https://www.dice.com/job-detail/d1f84d7e-edee-42c2-9580-7168b1e9d91b,"The Product Owner will lead the development and delivery of products, ensuring alignment with business goals and user needs. They will act as the liaison between stakeholders and the development team, ensuring that the Agile process runs smoothly and that the product backlog is prioritized effectively. Key Responsibilities: 1. Product Vision & Strategy: o Develop and communicate the product vision and strategy, aligning it with company objectives and customer needs. o Collaborate with stakehold","Houston, Texas",06/08/2025,2d ago,"Third Party, Contract",Depends on Experience,Easy Apply,Pending
Sr Solution Architect - Gen AI/ML,"Key Business Solutions, Inc.",https://www.dice.com/job-detail/f11ee336-8383-4a83-bc7b-36ad1afb4c41,"Sr Solution Architect - Gen AI/ML Reston, VA 6+ Months Hybrid Work Interview: Video+F2F (in Person) Job Description As an Applied AI/ML Architect, you will be responsible for leading architectural decisions for the Cloud, and Data Enterprise Portfolios. You must have a deep understanding of technical architecture and have implemented AI/ML solutions in a cloud environment. Knowledge of industry best practices around enterprise AI/ML adoption, security, architectures, and patterns. Experience wit","Hybrid in Reston, Virginia",06/08/2025,2d ago,"Contract, Third Party",Depends on Experience,Easy Apply,Pending
AI/ML Consultant,ISite Technologies Inc,https://www.dice.com/job-detail/51e03aac-60fd-4a43-81aa-0fcac6114844,"Strong proficiency of Python with experience developing production-grade data processing pipelines and AI/ML services - Expertise in pandas and familiarity in scikit-learn libraries for data manipulation and machine learning model implementation - Design and deploy generative AI solutions using LLMs and multimodal models to solve business problems - Expertise in FastAPI framework for building AI service endpoints and asynchronous processing systems - Working knowledge of Unix, version control to","New York, New York",06/08/2025,2d ago,Contract,Depends on Experience,Easy Apply,Pending
Machine Learning Engineer,Accroid Inc,https://www.dice.com/job-detail/60b416a7-467a-4f1d-be3a-123994918d86,"Onsite ML Engineer / Machine Learning Engineer PH and In-person Interview in Fremont, CA 6+ Months CTH Requirement Details Strong knowledge of Python for high-performance data-intensive applications.Must have at least one modern deep learning framework (Pytorch, Jax, Tensorflow, etc.)Strong in one or more areas like computer vision, large language models, recommender systems, or operations research.Basics knowledge of statistics for comparing models and assessing solution feasibility and perfor","Fremont, California",06/08/2025,5d ago,"Contract, Third Party",$50 - $60,Easy Apply,Pending
Solution Architect (AI/ML Ops),Keypixel Software Solutions,https://www.dice.com/job-detail/2e906986-e177-4329-8232-38966b8198e0,"Hi , Hope you re doing great today! Greetings from Keypixel Software Solutions ! Job Title: Solution Architect (AI/ML Ops) Location: Irving/Chicago/Cape Girardeau(Hybrid) Contract Experience: -10+ Years Location: -Irving/Chicago/Cape Girardeau What is in it for you? As a Solution Architect (AI/ML Ops) you will be a part of an Agile team to build GenAI healthcare applications and implement new features while adhering to the best coding development standards. Responsibilities: - Architect Gen AI s","Hybrid in Irving, Texas",06/08/2025,2d ago,Contract,Depends on Experience,Easy Apply,Pending
AI/ML Engineering,Data Wave Technologies Inc,https://www.dice.com/job-detail/72824db3-f0de-4746-a2a6-40b80a6bc106,"AI/ML Engineering Deerfield, IL (Hybrid - 3 days/week onsite) Required: 7+ years of hands-on experience in applied machine learning, deep learning, and AI system deployment Strong Python engineering background with ML/DL frameworks: TensorFlow, PyTorch, Keras, OpenCV Proven experience in Computer Vision tasks, including object detection, segmentation, and OCR Experience training and fine-tuning models such as: YOLOv5/v8, EfficientNet, Faster-RCNN, TrOCR, Vision Transformers (ViT) Practical","Deerfield, Illinois",06/08/2025,Yesterday,"Full-time, Contract",,Easy Apply,Pending
Python Developer with AI/ML,Conch Technologies,https://www.dice.com/job-detail/267b84bd-c787-40cc-90ba-94cfc37cf9df,"Hi Job Description: Python Developer with AI/ML Location :: Charlotte NC (Onsite) Duration: 12+ Months COntract Key Responsibilities Develop and optimize backend APIs and microservices using Async calls Create/Integrate RestAPIs to connect with model ready datasets suing Python/ JavaScript or other tools Implement AI/ML model integration Work on NLP pipelines to extract, classify, and analyze data Effectively communicate and articulate AI solutions to clients, understanding their specific needs","Charlotte, North Carolina",06/08/2025,Yesterday,Contract,,Easy Apply,Pending
Onsite to Michigan AI/ML Architect (Agentic),Blink Technology Partners,https://www.dice.com/job-detail/96f0feaa-8cca-4111-be35-dd7f036f5001,"Position : AI/ML Architect (Agentic) Location : Hybrid (Auburn Hills, MI) Duration : Long term Mode of Interview : Telephonic/Video Job Description: Need At least 12 Plus Year experience candidates Only. Key Expertise: - Strong background in AI/ML, with expertise in: - Agentic AI architectures and autonomous decision-making - Large language models and their applications - Model development, deployment, and management - Proficiency in Google Cloud Platform stack, including Vertex AI - Exper","Auburn Hills, Michigan",06/08/2025,Today,"Contract, Third Party",,Easy Apply,Pending
AI-ML Solution Architect - Part time,"Talent Genie, Inc",https://www.dice.com/job-detail/dbc93ee8-efbf-48d5-a909-8247cc699402,"Job title: AI-ML Solution Architect Location: New Jersey, USA Hybrid/Remote About the Role We're seeking a strategic AI-ML Solution Architect with a strong background in transportation and healthcare to lead AI platform architecture, advisory, and implementation initiatives. The ideal candidate brings a deep understanding of ML, LLMs, cloud integration, and business alignment to drive enterprise-scale AI solutions. Key Responsibilities Provide strategic and advisory leadership on AI/ML initiativ","Hybrid in Jersey City, New Jersey",06/08/2025,4d ago,Contract,Depends on Experience,Easy Apply,Pending
Machine Learning Engineer / Big Data Engineer,Resource Informatics Group,https://www.dice.com/job-detail/1e7cc83e-5c19-4862-847b-c9d76e7372d0,"Hi, The following requirement is open with our client. Tittle : Machine Learning Engineer / Big Data Engineer Location : Malvern, PA (onsite day 1 for hybrid model) Duration : 12+ Months Job Description: Responsibilities We are seeking an experienced Machine Learning Engineer to join our AI/ML Engineering team. You will be responsible for developing and optimizing complex data pipelines, integrating model pipelines, and building scalable AI/ML solutions, including large language models (LLMs).","Malvern, Pennsylvania",06/08/2025,Today,Contract,BASED ON EXPERIENCE,Easy Apply,Pending
AI/ML Engineer,"Pyramid Consulting, Inc.",https://www.dice.com/job-detail/e7d484e9-40a4-4c16-a677-bb03b2599183,"Immediate need for a talented AI/ML Engineer. This is a 12+ months contract opportunity with long-term potential and is located in Phoenix, AZ (Remote). Please review the job description below and contact me ASAP if you are interested. Job ID: 25-72994 Pay Range: $50 - $55/hour. Employee benefits include, but are not limited to, health insurance (medical, dental, vision), 401(k) plan, and paid sick leave (depending on work location). Key Responsibilities: Design and develop machine learning al",Remote,06/08/2025,5d ago,Contract,$50 - $55,Easy Apply,Pending
Senior AI/ML Data Scientist,Omm IT Solutions,https://www.dice.com/job-detail/7972187a-bee0-48a7-937f-149633c0116c,"Please Note: This is a 100% On-Site position. Selected candidate must be willing to work on-site in Woodlawn, MD, 5 days a week Position Description: Hands-on experience in Python, RAG LLM, NLP, ML, and Generative AI Understand real-world challenges and develop automated data solutions Develop, test, and deploy new techniques for NLP understanding Scalable development/deployment of ML and Generative AI approaches (such as Large Language Models (LLMs) Train and optimize NLP/LLM models and crea","Milford Mill, Maryland",06/08/2025,Today,Contract,Salary Range= $182543 to $192543 without benefits,Easy Apply,Pending
AI / ML Engineer,HPTech Inc.,https://www.dice.com/job-detail/b41d2e91-6f7b-4404-b7ac-839ff2b53530,"Job Title: AI/ML Engineer Location: Phoenix, AZ( Onsite) Experience Level: 8+ years Job Type: Contract Job Description: We are seeking a highly skilled AI/ML Engineer to join our team. The ideal candidate will have extensive experience in designing and developing machine learning algorithms and deep learning applications, particularly for observability data (AIOps). This role requires hands-on experience with time series forecasting, anomaly detection, event classification, and correlation ML a","Phoenix, Arizona",06/08/2025,Yesterday,Contract,$55 - $56,Easy Apply,Pending
Full Stack AI/ML Engineer/Software Development Engineer,"Pyramid Consulting, Inc.",https://www.dice.com/job-detail/84b9c49b-598a-41d5-a4e0-10cd549f7df1,"Immediate need for a talented Full Stack AI/ML Engineer/Software Development Engineer.This is a 06+months contract to hire opportunity with long-term potential and is located in Jersey City NJ(Primary), Secondary- Boston MA , Tampa FL, Coppell, TX (Hybrid). Please review the job description below and contact me ASAP if you are interested. Job ID:25-73392 Pay Range: $70 - $75/hour. Employee benefits include, but are not limited to, health insurance (medical, dental, vision), 401(k) plan, and paid","Hybrid in Jersey City, New Jersey",06/08/2025,2d ago,Contract,$70 - $75,Easy Apply,Pending
AI/ML Engineer/Data Scientist,Stellent IT LLC,https://www.dice.com/job-detail/4f07bb83-3d32-4ce4-ae30-658b33d811a1,"Job Title: Data Scientist(W2 only) Location: Hybrid in Columbus, OH/ Minnetonka MN/ Chicago, IL (4 days Onsite per week) Job Type: Contract to Hire Job Description: Client is seeking a passionate, data savvy Data Scientist to join the Analytics team and fuel our mission of growth through data-driven insights and opportunity discovery. In this dynamic role you will dive into our customer, product, channel, and digital data to uncover opportunities for consumer experience optimization and custo","Chicago, Illinois",06/08/2025,Yesterday,"Third Party, Contract",,Easy Apply,Pending
Senior AI/ML Engineer - Remote - Only W2,XFORIA Inc,https://www.dice.com/job-detail/3b981e27-6f0e-4c2b-9deb-2c2e0755c251,"AI/ML Engineer Remote Long Term Contract Job Description Good Understanding of AWS AI/ML services like SageMaker, Comprehend, Rekognition, Cognito, Bedrock and Polly.Experience with AWS storage solutions, data lakes, and data pipelines.Experience in implementing machine learning concepts, algorithms, and frameworks (e.g., TensorFlow, PyTorch).Knowledge of natural language processing (NLP) and computer vision for GenAI applications.Experience with big data tools like AWS Glue, EMR, and Redshift.E",Remote,06/08/2025,Yesterday,Contract,Depends on Experience,Easy Apply,Pending
Sr Solution Architect - Gen AI/ML - AWS,Virtuous Tech Inc,https://www.dice.com/job-detail/24fa4cd3-94a8-419d-acf8-2ee6e7590104,"Qualifications Should have a bachelor s degree in Computer Science or related field. Master s degree is preferred or equivalent Desired Experiences 10+ years of progressive hands-on experience in application development with 5-6 years of solution architecture, systems architecture and engineering, analysis and applications programming in AI related discipline. Technical team leadership role is preferred A minimum of 5 years experience in working with a cloud provider (AWS or Azure) Experience w","Hybrid in Reston, Virginia",06/08/2025,2d ago,Contract,Depends on Experience,Easy Apply,Pending
R Programming AI ML,K Anand Corporation,https://www.dice.com/job-detail/ba29df1d-1edb-41ff-bd70-de8173841036,"R, R Programming Machine Learning, Python, Statistical Modelling Using R","Lake Forest, California",06/08/2025,Yesterday,"Contract, Third Party",Depends on Experience,Easy Apply,Pending
ML Ops Engineer,Apidel Technologies,https://www.dice.com/job-detail/57dd5686-3ede-4356-9976-85929d298685,": -- . . ML Ops Engineer 6 Months (Contract to Hire) 100% Remote - Eastern Time (Candidate must be based in the USA) Top Skills (Good mix required, not all): Stakeholder collaboration (technical, product, business, vendors) ML Ops/AI tools: Jupyter, MLFlow, Nvidia Global Catalog (NGC), RunAI Docker, Slurm, Python, Conda Highly Desired: Cloud (Azure or Google Cloud Platform) Kubernetes PyTorch, torchrun, TorchX",Remote,06/08/2025,Yesterday,Contract,Depends on Experience,Easy Apply,Pending
AWS Gen AI / ML Engineer,Nava Software Solutions,https://www.dice.com/job-detail/4e7bd177-c694-4791-b6d3-1efa0b10465f,"NAVA Software solutions is looking for an AWS Gen AI / ML Engineer Details: AWS Gen AI / ML Engineer Location: Plano, TX - Onsite 5 days Job Type: Contract Description: We are seeking an AWS ML Cloud Engineer to design, deploy, and optimize cloud-native machine-learning systems that power our next-generation predictive-automation platform. You will blend deep ML expertise with hands-on AWS engineering, turningdata into low-latency, high-impact insights. The ideal candidate commands statistics","Plano, Texas",06/08/2025,3d ago,"Third Party, Contract",,Easy Apply,Pending
Sr. Product Manager AI/ML Group,Signitives,https://www.dice.com/job-detail/b118c445-488c-45a4-be35-5e2885e4db12,"Job Title: Sr. Product Manager AI/ML Group Location: Houston, TX (Onsite) Job Description:We are seeking a Sr. Product Manager with strong experience in Agile/Scrum environments to join our AI/ML group based in Houston, TX (Onsite). This role is perfect for someone who thrives in fast-paced, product-driven teams and is passionate about aligning cross-functional stakeholders, managing roadmaps, and delivering impactful digital products. Key Responsibilities:Define and communicate the product visi","Houston, Texas",06/08/2025,2d ago,"Third Party, Contract",$70 - $80,Easy Apply,Pending
Sr. AI/ML Engineer,Nava Software Solutions,https://www.dice.com/job-detail/b4de75be-ebff-4523-8907-82258624bf4a,"NAVA Software solutions is looking for a Sr. AI/ML Engineer Details: AI/ML Engineer Senior Advisor Location: Chicago IL -Hybrid - 3 days/week onsite Duration: 6-12 months Required: 7+ years of hands-on experience in applied machine learning, deep learning, and AI system deployment Strong Python engineering background with ML/DL frameworks: TensorFlow, PyTorch, Keras, OpenCV Proven experience in Computer Vision tasks, including object detection, segmentation, and OCR Experience training and fi","Deerfield, Illinois",06/08/2025,3d ago,"Third Party, Contract",,Easy Apply,Pending
